Author ID,Date Created,Number of Likes,Number of Replies,Source of Tweet,Tweet
1223171620912562176,2024-11-19 09:51:12+00:00,0,0,,Jogja kenapa anda hujan 🥲
1141684914,2024-11-19 09:49:25+00:00,0,1,,Ini emang sesuah itu ya nyari ojek online klo sehabis hujan?? Di jogja lho ini
1812046665832091648,2024-11-19 09:45:59+00:00,0,0,,@Princeeoff Jogja ujan
3192553326,2024-11-19 09:43:09+00:00,0,0,,"RT @staklim_jogja: Haloo sobat BMKG Jogja,
Berikut informasi hujan 3 bulanan Daerah Istimewa Yogyakarta Update Bulan November 2024

#InfoIk…"
1646007198500401152,2024-11-19 09:40:13+00:00,0,1,,@mas_matth Jogja juga hujan mass plis🙂‍↔️
1555052931056996352,2024-11-19 09:40:05+00:00,0,0,,@gadismungil__ jogja jg hujan
1726297419758141440,2024-11-19 09:35:45+00:00,0,0,,"Jogja lgii Hujan mulu, kira kira hujan kayak gini , enk nya mkn apa 😋🤤 #jogja #infomakan #jogjahujan #bakso #seblak #soto"
1229680348356702208,2024-11-19 09:35:38+00:00,0,0,,Apa iku romantisasi hujan di jogja?? Yang ada kalau hujan macet doang busett😀
1476166781358067715,2024-11-19 09:35:04+00:00,0,0,,tiap ke jogja pasti ujan anying https://t.co/3VxKxnwTJn
1405133130386739204,2024-11-19 09:32:47+00:00,0,0,,"ujan aja terus jogja, ujanlah"
3266779819,2024-11-19 09:30:52+00:00,0,1,,"@jhaehyuniie kita beda domisili yaa 🫵🏻 mau di jogja hujan seharian sampe air matamu tuh asat juga terserah, yang penting di aku terang 😭"
1303235879519965184,2024-11-19 09:27:38+00:00,0,1,,@hzlmacch bagian Jogja ujan
1421993232452382721,2024-11-19 09:24:01+00:00,0,0,,@mba_bunda Jogja hujan bu
200451440,2024-11-19 09:21:01+00:00,0,0,,"RT @Topmassage9: Jogja bagian mana yang hujan?.

Bagian paling ikhlas melepasmu.🥲 https://t.co/iVomn1qxxv"
3285076602,2024-11-19 09:16:15+00:00,0,0,,"RT @fluffygirl1199: sehat-sehat ya semua, jogja lagi hujan terus tiati sakit flu, minum air putih banyak-banyak yaa🫶🏻✨"
2882847108,2024-11-19 09:15:31+00:00,0,0,,"RT @fluffygirl1199: sehat-sehat ya semua, jogja lagi hujan terus tiati sakit flu, minum air putih banyak-banyak yaa🫶🏻✨"
3238303952,2024-11-19 09:14:53+00:00,0,0,,"RT @fluffygirl1199: sehat-sehat ya semua, jogja lagi hujan terus tiati sakit flu, minum air putih banyak-banyak yaa🫶🏻✨"
769090238316703744,2024-11-19 09:14:05+00:00,0,0,,"RT @fluffygirl1199: sehat-sehat ya semua, jogja lagi hujan terus tiati sakit flu, minum air putih banyak-banyak yaa🫶🏻✨"
1131363040991932422,2024-11-19 09:04:57+00:00,0,0,,"@xana_gremory jogja tiap sore hujan, udah jadwal"
236034762,2024-11-19 09:04:53+00:00,0,0,,"RT @fluffygirl1199: sehat-sehat ya semua, jogja lagi hujan terus tiati sakit flu, minum air putih banyak-banyak yaa🫶🏻✨"
340019122,2024-11-19 09:01:50+00:00,0,0,,"RT @fluffygirl1199: sehat-sehat ya semua, jogja lagi hujan terus tiati sakit flu, minum air putih banyak-banyak yaa🫶🏻✨"
279546767,2024-11-19 09:00:07+00:00,0,0,,"RT @fluffygirl1199: sehat-sehat ya semua, jogja lagi hujan terus tiati sakit flu, minum air putih banyak-banyak yaa🫶🏻✨"
1777242082551480320,2024-11-19 08:59:47+00:00,1,6,,"Seperti biasa pemirsa, kalau hujan di jogja artinya adalah mati lampu👍"
813237265883271168,2024-11-19 08:56:59+00:00,0,1,,@lanangology gua gajadi balik jogja perkara hujan ini anjing gua ancurin dunia KONTOOOL
249989140,2024-11-19 08:52:37+00:00,0,1,,@Luciflith Ini jogja hujan nya rata utara ke selatan
1582019891179446280,2024-11-19 08:52:10+00:00,0,0,,@merapi_uncover mingdep mau ke jogja... semoga hujan wkwk
1749990551758475265,2024-11-19 08:50:55+00:00,0,0,,"Haloo sobat BMKG Jogja,
Berikut informasi hujan 3 bulanan Daerah Istimewa Yogyakarta Update Bulan November 2024

#InfoIklim
#infobmkg
#InfoIklimJogja
#maripahamiiklim
#MariPeduliIklim
#infoanalisishujanbulana
#prediksihujanbulanan
#prediksihujan3bulanan"
1472586426768232449,2024-11-19 08:50:09+00:00,0,0,,"@zwitie_ Ayok, jogja mumpung musim hujan"
858844729076625408,2024-11-19 08:49:23+00:00,0,0,,"Tadi kan gw nrabas ujan deres dari mgl ke jogja, nah kan dah tau banjir harusnya pelan"" yah, eh ada mobil ngebut bgt kek sengaja bgt gitu nyemburin airnya ke mukakku, padahal keliatan bgt tu harusnya di spion kalo aku kena, 2 kali lagi dia nyemburin ke aku😓"
1636682648855937026,2024-11-19 08:47:30+00:00,8,0,,"sehat-sehat ya semua, jogja lagi hujan terus tiati sakit flu, minum air putih banyak-banyak yaa🫶🏻✨"
792866858,2024-11-19 08:44:52+00:00,0,0,,@merapi_uncover Habis hujan  di jogja = ruame macet parah https://t.co/M3pgFSB4MJ
1693131847231004675,2024-11-19 08:25:45+00:00,0,0,,"@mingimanki imo, the moment while they're in indonesia tuh waktu jogja line with the iconic ""mahal"" sama bets ujan ujanan😆 kejadiannya emang sebelum aku jdi carat tpi pas nonton ngerasa seadore dan secomfort itu mereka https://t.co/7gOUUubOCo"
