Author ID,Date Created,Number of Likes,Number of Replies,Source of Tweet,Tweet
1651894721227419648,2024-11-20 10:25:06+00:00,0,0,,"RT @VnB_couple: kegiatan kami klo lg makan diluar, biasanya meetup atau klo gerah ya buka baju dikit, efek jogja panas syekalii. 

#couplej…"
1147008389416804352,2024-11-20 10:08:30+00:00,0,0,,RT @lampuapill: @radarjogja @area_jogja Jane bapak iki ning endi to? Perasaan onone nek mung peresmian2 karo komentar kejadian sing wes vir…
519328866,2024-11-20 09:36:16+00:00,0,0,,Jogja siang panas sorenya ujan badai 😃
1858732602334867458,2024-11-20 09:02:31+00:00,0,0,,"RT @pijatpriagempal: Cari yg seger2 yuk , Jogja panas guys .. #pijatenak #pijatsensual https://t.co/OGeHIeu3lg"
893279059253149697,2024-11-20 08:42:21+00:00,0,0,,"Jogja cuaca cuacane anjim tenan, mau seko bantul udan tekan kota panas, tinggal ashar an diluk njuk mlaku neh tekan Maguwo deres neh."
1709504103599177728,2024-11-20 08:29:02+00:00,0,0,,"@rachanniest semarang panas :"") kita pindah jogja, magelang, atau malang gimana?"
1709504103599177728,2024-11-20 08:14:12+00:00,0,1,,"@rachanniest semarang panas mas:"") kita pindah jogja, magelang, atau malang gimana?"
1620598811193397248,2024-11-20 08:05:55+00:00,0,1,,"bisa gak jogja ujan, PANAS BGTTTTTT FAKMEN"
1512184451966828546,2024-11-20 07:39:32+00:00,0,0,,@sohibbrodeisik Sie kesehatan siap pak jaga2 ada yg pingsan jogja panas soalnya
1344297727178391552,2024-11-20 07:19:06+00:00,0,1,,@_runlint Oh pantess Jogja panas
1441332104885723139,2024-11-20 07:06:57+00:00,0,1,,"@vitcsev Panas banget dong tuh

Jogja biasanya sering hujan ga sii"
1365751676188065797,2024-11-20 06:23:36+00:00,0,0,,"selain jogja yang unik, kostku juga unik
sepanjang jalan tu ujan deres lha kok pas sampe daerah kostku bisa bisanya garing sring dan panas, apa ndak malu aku pake jas ujan sendiri 😭"
1793817206473805824,2024-11-20 06:16:18+00:00,2,1,,Jogja panas bgt wtf
1204678984371331073,2024-11-20 05:52:22+00:00,0,2,,Gila ya Jogja hari ini panas bgt buset
1589265234601996288,2024-11-20 04:50:54+00:00,0,0,,jogja panasnya panas bgt anjer😤
1505827485136863233,2024-11-20 04:43:48+00:00,0,1,,jogja panas kali anj siang bolong gini
106429485,2024-11-20 04:31:02+00:00,1,2,,@radarjogja @area_jogja Jane bapak iki ning endi to? Perasaan onone nek mung peresmian2 karo komentar kejadian sing wes viral wes panas lagi njedul. Bar kui mbuh ilang 😂
1490081702,2024-11-20 04:25:26+00:00,0,0,,"KOST PUTRI dgn harga 
type A Rp.1.900.000; 
type B Rp.2:050.000
fas: Ac,Tv,Air panas,full furnis.
Lok: Jln pogung raya jogja
silahkan apabila minat lngsung cek lokasi atau hubungi kami.
No ; +62 812-6636-3823
@RSSardjito @bemkmfkgugm @UNY_Base @standupUNY https://t.co/3ZWBXd51j0"
1532686415657857024,2024-11-20 00:54:02+00:00,0,0,,"2,85km 18 menit??? jir kemana 3k sub18 itu, apkh krna satu semester ga lari ato karna jogja panas bgt jir ini kringetan brutal"
1532686415657857024,2024-11-20 00:10:31+00:00,0,0,,"ini baru sampe kos temen sbenernya dket, tp hawanya panas bgt yallah jogja gada adem ademnya https://t.co/yvTams69Y7"
1809620308103688192,2024-11-19 23:57:19+00:00,0,0,,"RT @pijatpriagempal: Cari yg seger2 yuk , Jogja panas guys .. #pijatenak #pijatsensual https://t.co/OGeHIeu3lg"
1777031213452312576,2024-11-19 22:37:11+00:00,0,0,,"RT @pijatpriagempal: Cari yg seger2 yuk , Jogja panas guys .. #pijatenak #pijatsensual https://t.co/OGeHIeu3lg"
1858321535074975744,2024-11-19 22:31:22+00:00,0,0,,"RT @pijatpriagempal: Cari yg seger2 yuk , Jogja panas guys .. #pijatenak #pijatsensual https://t.co/OGeHIeu3lg"
1804815749632212992,2024-11-19 20:19:16+00:00,0,0,,"RT @pijatpriagempal: Cari yg seger2 yuk , Jogja panas guys .. #pijatenak #pijatsensual https://t.co/OGeHIeu3lg"
